title,genres,keywords,cast,director,popularity
Battleship,"thriller, action, adventure, science fiction","fight, u.s. navy, mind reading, hong kong, soccer, scientist, fictional war, naval, armada, battleship, naval combat, jds myoko, lost communication, taser, buoy, communications expert, joint chiefs staff, crash landing, jet fighter pilot, navy lieutenant, permission marry, uss john paul jones, based board game, aftercreditsstinger, mighty mo, uss missouri","taylor kitsch, alexander skarsgård, rihanna, brooklyn decker, tadanobu asano, liam neeson, gregory d. gadson, hamish linklater, jesse plemons, john tui, jerry ferrara, david jensen, peter berg, adam godley, rico mcclinton, joji yoshida, stephen bishop, austin naulty, james rawlings, dustin j. reno, rick hoffman, gary grubbs, rami malek, peter macnicol, louis lombardi, jordan kirkwood, doug penty, carson aune, josh pence, lloyd pitts, michelle arthur, natalia castellanos, leni ito, jackie johnson, kerry cahill, norman vincent mclafferty, dante jimenez, daven arce, ralph richardson, biunca love, kyle russell clements, yutaka takeuchi, john a weaver, dane justman, drew rausch, bill stinchcomb",peter berg,64.928382
Jurassic World,"action, adventure, science fiction, thriller","monster, dna, tyrannosaurus rex, velociraptor, island, sequel, suspense, disaster, escape, dinosaur, amusement park, animal attack, theme park, jurassic park, 3d, animal horror","chris pratt, bryce dallas howard, irrfan khan, vincent d'onofrio, nick robinson, ty simpkins, jake johnson, omar sy, bd wong, judy greer, lauren lapkus, brian tee, katie mcgrath, andy buckley, eric edelstein, jimmy fallon, james dumont, matt burke, anna talakkottur, colin trevorrow, courtney j. clark, kelly washington, matthew cardarople, chad randall, yvonne angulo, chloe perrin, erika erica, tiffany forest",colin trevorrow,418.708552
Skyfall,"action, adventure, thriller","spy, secret agent, sociopath, killer, art gallery, british secret service, istanbul turkey, imax, uzi, booby trap, impersonating police officer, macao","daniel craig, judi dench, javier bardem, ralph fiennes, naomie harris, bérénice marlohe, albert finney, ben whishaw, rory kinnear, ola rapace, helen mccrory, nicholas woodeson, bill buckhurst, elize du toit, ian bonar, tonia sotiropoulou, wolf blitzer, jens hultén, anthony o'donnell, jo cameron brown, peter basham, ben loyd-holmes, orion lee, yennis cheung",sam mendes,93.004993
Spider-Man 2,"action, adventure, fantasy","dual identity, love one's life, pizza boy, marvel comic, sequel, superhero, doctor, scientist, tentacle, death, super villain","tobey maguire, kirsten dunst, james franco, alfred molina, rosemary harris, donna murphy, j.k. simmons, daniel gillies, dylan baker, willem dafoe, mageina tovah, bruce campbell, stan lee, scott spiegel, joel mchale, hal sparks, donnell rawlings, emily deschanel, elizabeth banks, daniel dae kim, aasif mandvi, joey diaz, vanessa ferlito, joy bryant, john landis, phil lamarr, gregg edelman, ted raimi, cliff robertson, elya baskin, bill nunn, brent briscoe, christine estabrook, john paxton, joanne baron, peter mcrobbie, louis lombardi, marc john jefferies, reed diamond, brendan patrick connor, dan callahan, susie park, brianna brown, tom carey, dan hicks, timothy patrick quill, tony campisi, molly cheek, kelly connell, roshon fegan, taylor gilbert, timothy jerome, elyse dinh, bill e. rogers, anne betancourt, tricia peters, tim storms, bill calvert, peter allas, chloe dykstra, julia max, calvin dean, frank bonsangue, andre m. johnson, peter cincotti, peyton list, spencer list, troy metcalf, scott ross, bonnie somerville, wesley volcy, lou volpe, david boston, garrett warren, michael arthur, cindy cheung",sam raimi,35.149586
Iron Man 3,"action, adventure, science fiction","terrorist, war terror, tennessee, malibu, marvel comic, superhero, based comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, mandarin, 3d, war machine, iron patriot, extremis","robert downey jr., gwyneth paltrow, don cheadle, guy pearce, rebecca hall, jon favreau, ben kingsley, james badge dale, stephanie szostak, paul bettany, william sadler, dale dickey, ty simpkins, miguel ferrer, wang xue-qi, shaun toub, matthew sterling nye, pat kiernan, josh elliott, megan henderson, thomas roberts, bill maher, joan rivers, george kotsiopoulos, bronte d'esposito, noah visconti, ashley hamilton, brooke jayne taylor, kim dean, glenn foster, anthony reynolds, kendrick cross, tom clark, brian schaeffer, john eddins, spencer garrett, rockey dickey jr., drew michael hershner, sarah burkhardt, jan broberg, andrew lauer, nate bynum, andrew lander, tom virtue, roy mccrerey, serdar kalsin, demetrois hodges, bobby tisdale, yvonne zima, stan lee, adam pally, james rackley, cullen moss, jake dewitt, rebecca mader, kevin arnold, juan c. bofill, david buglione, adam lytle, paul andrew o'connor, phil ortiz, gwendalyn barker, steve wilder, luciana faulhaber, karina florez, mike massa, mark kubr, si-fu eric oram, naomi parshin, aurelia riley, johanna yunda, wesley thompson, jenna ortega, t. c. anyachonkeya, chad kurtz, cal johnson, corey hawkins, linden ashby, sarah farooqui, sala baker, kial butler, nick brandon, dan brown, fernando chien, ilram choi, brycen counts, kiante elam, dane farwell, mark fichera, colin follenweider, aja frary, mark ginther, adrian gonzalez, dennis keiffer, samuel le, tara macken, william morts, jade quon, j. c. robaina, markos rounthwaite, philip j silvera, brian simpson, mark aaron wagner, chris gethard, nick w. nicholson, mark ruffalo, bridger zadina",shane black,77.68208
Alice in Wonderland,"family, fantasy, adventure","based novel, fictional place, queen, fantasy, alice wonderland, fantasy world, 3d","mia wasikowska, johnny depp, anne hathaway, helena bonham carter, crispin glover, marton csokas, lindsay duncan, matt lucas, geraldine james, tim pigott-smith, leo bill, frances de la tour, michael sheen, alan rickman, christopher lee, stephen fry, timothy spall, paul whitehouse, barbara windsor, michael gough, imelda staunton, eleanor tomlinson, jemma powell, eleanor gecks, rebecca crookshank, holly hawkins, lucy davenport, joel swetow, jessica oyelowo, ethan cohn, chris grabher, bonnie parker, simone sault, dale mercer, cortney palm",tim burton,78.530105
X-Men: The Last Stand,"adventure, action, science fiction, thriller","mutant, marvel comic, based comic book, superhuman, beast, cyclops, aftercreditsstinger","hugh jackman, halle berry, ian mckellen, patrick stewart, famke janssen, anna paquin, kelsey grammer, shawn ashmore, aaron stanford, ellen page, rebecca romijn, james marsden, vinnie jones, ben foster, daniel cudmore, dania ramirez, cameron bright, ken leung, eric dane, omahyra mota, meiling melançon, kea wong, shauna kain, michael murphy, shohreh aghdashloo, josef sommer, bill duke, haley ramm, cayden boyd, stan lee, alex ferris, olivia williams",brett ratner,3.857526
Monsters University,"animation, family","monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger","billy crystal, john goodman, steve buscemi, helen mirren, noah johnston, peter sohn, joel murray, sean hayes, dave foley, charlie day, alfred molina, tyler labine, nathan fillion, aubrey plaza, bobby moynihan, julia sweeney, bonnie hunt, john krasinski, bill hader, beth behrs, bob peterson, john ratzenberger, frank oz, ava acres",dan scanlon,89.186492
Transformers: Revenge of the Fallen,"science fiction, action, adventure","egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger","shia labeouf, megan fox, josh duhamel, rainn wilson, tyrese gibson, john turturro, kevin dunn, julie white, ramón rodríguez, isabel lucas, glenn morshower, hugo weaving, marc evan jackson, peter cullen, arnold chun, katie lowes, mark ryan, reno wilson, jess harnell, robert foxworth, andré sogliuzzo, grey griffin, tony todd, charlie adler, frank welker, tom kenny, calvin wimmer, john di crosta, michael york, kevin michael richardson, robin atkin downes, john eric bentley, america olivo, michael papajohn, andrew howard, matthew marsden, deep roy",michael bay,21.939663
Transformers: Age of Extinction,"science fiction, action, adventure","sequel, alien, transformers, giant robot, robot, imax, transforming robot","mark wahlberg, stanley tucci, kelsey grammer, nicola peltz, jack reynor, titus welliver, sophia myles, li bingbing, t.j. miller, james bachman, thomas lennon, greg anderson, melanie specht, victoria summer, han geng, edward t. welburn, kevin covais, peter cullen, frank welker, john goodman, ken watanabe, robert foxworth, john dimaggio, miguel ferrer, mark ryan, reno wilson, jeffrey combs, mark rolston, charles parnell, erika fong, david midthunder, glenn keogh, richard gallion, kassem gharaibeh, richard riehle, tyrone smith, abigail klein, candice zhao, cleo king, patrick bristow, michael wong",michael bay,116.840296
Oz: The Great and Powerful,"fantasy, adventure, family","circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d","james franco, mila kunis, rachel weisz, michelle williams, zach braff, bill cobbs, joey king, tony cox, stephen r. hart, abigail spencer, bruce campbell, ted raimi, tim holmes, toni wynne, rob crites, william dick, gene jones, john lord booth iii, suzanne keilly, shannon murray, ralph lister, john manfredi, robert stromberg, channing pierce, brian searle, russell bobbitt, julie gershenson, dan nelson, t.j. jagodowski, john paxton, melissa exelberth, steve forbes, arnold agee, deborah puette, julius kline iii, theresa tilly, betsy baker, ellen sandweiss, bella shepard, sasha kida reynolds, ja'vonne cousins, victoria lurz, dashiell raimi, oliver raimi, brandon hamilton, stevie lee, danielle ragland, bart mccarthy, timothy patrick quill, nicholas lindsay-abaire, bill e. rogers, dan hicks, mia serafino, lanika wise, mikayla bouchard, nellie ann prestine-lowery, emma raimi, jayne violassi, jay schwalm, wendy cutler, james bird, kenneth d. ciszewski, chester f. guilmet, robert buck, jim moll, bernie allemon, chidi ajufo, talia akiva, annmarie arcuri, blake arnold, apollo bacala, kelly bacon, barb baker, ron baratono, cameron barnett, robert t. barrett, kevin wayne berger, eric brakke, wayne brinston, colin bryant, ron causey , grady chambless, lee christian, justin chrzanowski, will clarke, michael clossin, zachary robert craft, zac cunningham, michael dault, omar diop, chase edwards, summer edwards, neil ellice, courtney english, john c. epperson, mike estes, vi faulkner, jessee foudray, carly francavilla, logan fry, nesti gee, derrick gilliam, jacob godzak, john d. green sr., ryan groves, brice harris, nate hatton, niki haze, ron heisler, hans ihlenfeldt, alexander christopher jones, roy kellerman, jr., dennis kleinsmith, doug kolbicz, bryan lee, kef lee, vong lee, amanda lewan, anna li, linda linsley, hannah madigan, davy j. marr, johnny mara, rebecca mccarthy, julia metas, bob jay mills, reza mir, lori mulligan, jessica nichole, fionna noori, oz noori, heather park, jessica petrik, sage porter, jor él quinn, gene richards, lukas ridge, nicholas ritz, ari rufino, anthony j. sacco, keith schloemp, david schwager, ashley siloac, nikki smith, paul j. spear, rachel steele, amy sutherland, eric adam swenson, stephen tako, kevin thompson, lauren tischler, francisca viudes, david waldman, filip watermann, michael o. watkins, matt weinglass, alaina whitney, jake williams, otis winston",sam raimi,46.985445
The Amazing Spider-Man 2,"action, adventure, fantasy","obsession, marvel comic, sequel, based comic book, electrocution, medical experiment, electricity, super powers","andrew garfield, emma stone, jamie foxx, dane dehaan, campbell scott, embeth davidtz, colm feore, paul giamatti, sally field, max charles, felicity jones, marton csokas, chris cooper, b. j. novak, denis leary, kari coleman, charlie depew, skyler gisondo, jacob rodier, stan lee, michael massee, aidy bryant, j.d. walsh, louis cancelmi, sarah gadon, frank deal, martin sheen, mark doherty, jorge vega, bill heck, teddy coluca, helen stern, cal mccrystal, anslem richardson, james colby, robert newman, adrian martinez, thaddeus phillips, james mccauley, rachael mcowen, david shabtai, greg connolly , tug coker, jabari gray, jamie lynn concepcion, pat kiernan, jessica abo, clem cheung, dusan hyska, andrei runtso, brennan taylor, slate holmgren, salvatore l. rossi, drew beasley, matthew tronieri, dario barosso, paul urcioli, david shih, daniel gerroll, brian mcelhaney, jonathan braylock, steven hauck, jessica shea alverson, peter tzotchev, timothy adams",marc webb,89.270217
TRON: Legacy,"adventure, action, science fiction","artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy","garrett hedlund, jeff bridges, olivia wilde, bruce boxleitner, yaya dacosta, serinda swan, beau garrett, elizabeth mathis, james frain, amy esterle, brandon jay mclaren, michael sheen, owen best, michael teigen, daft punk, ron selmour, conrad coates, kis yurij, cillian murphy, aaron toney, darren dolynski, catherine lough haggquist, shaw madson",joseph kosinski,73.79505
Cars 2,"animation, family, adventure, comedy","car race, sequel, comedy, anthropomorphism, best friend, duringcreditsstinger","owen wilson, larry the cable guy, michael caine, emily mortimer, john turturro, eddie izzard, thomas kretschmann, joe mantegna, peter jacobson, bruce campbell, tony shalhoub, darrell waltrip, guido quaroni, brent musburger, jason isaacs, david hobbs, stanley townsend, lloyd sherr, paul dooley, michel michelis, sig hansen, franco nero, vanessa redgrave, bonnie hunt, cheech marin, jenifer lewis, michael wallis, katherine helmond, john ratzenberger, jeff garlin, patrick walker, lewis hamilton, velibor topic, john mainieri, brad lewis, richard kind, edie mcclurg, teresa gallagher, jeff gordon, john lasseter, mark winterbottom, fernando alonso, vitaly petrov, jan nilsson, memo rojas, jacques villeneuve, sebastian vettel","john lasseter, brad lewis",49.98659
